Action,Keyword status,Customer ID,Campaign,Ad group,Keyword,Match Type,Final URL
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Lenzie Emergency,emergency puncture repair Lenzie,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/lenzie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Lenzie Emergency,emergency puncture repair Lenzie,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/lenzie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,emergency tyre fitting Bishopbriggs,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,emergency tyre fitting Bishopbriggs,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,emergency tyre fitter Bishopbriggs,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,emergency tyre fitter Bishopbriggs,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,24 hour tyre fitter Bishopbriggs,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,24 hour tyre fitter Bishopbriggs,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,24 hour tyre fitting Bishopbriggs,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,24 hour tyre fitting Bishopbriggs,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,mobile tyre fitter Bishopbriggs,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,mobile tyre fitter Bishopbriggs,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,mobile tyre fitting Bishopbriggs,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,mobile tyre fitting Bishopbriggs,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,mobile tyre repair Bishopbriggs,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,mobile tyre repair Bishopbriggs,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,flat tyre help Bishopbriggs,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,flat tyre help Bishopbriggs,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,flat tyre repair Bishopbriggs,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,flat tyre repair Bishopbriggs,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,roadside tyre fitting Bishopbriggs,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,roadside tyre fitting Bishopbriggs,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,tyre call out Bishopbriggs,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,tyre call out Bishopbriggs,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,tyre callout Bishopbriggs,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,tyre callout Bishopbriggs,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,puncture repair Bishopbriggs,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,puncture repair Bishopbriggs,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,emergency puncture repair Bishopbriggs,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Bishopbriggs Emergency,emergency puncture repair Bishopbriggs,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/bishopbriggs
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,emergency tyre fitting Stepps,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,emergency tyre fitting Stepps,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,emergency tyre fitter Stepps,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,emergency tyre fitter Stepps,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,24 hour tyre fitter Stepps,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,24 hour tyre fitter Stepps,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,24 hour tyre fitting Stepps,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,24 hour tyre fitting Stepps,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,mobile tyre fitter Stepps,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,mobile tyre fitter Stepps,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,mobile tyre fitting Stepps,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,mobile tyre fitting Stepps,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,mobile tyre repair Stepps,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,mobile tyre repair Stepps,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,flat tyre help Stepps,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,flat tyre help Stepps,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,flat tyre repair Stepps,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,flat tyre repair Stepps,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,roadside tyre fitting Stepps,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,roadside tyre fitting Stepps,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,tyre call out Stepps,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,tyre call out Stepps,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,tyre callout Stepps,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,tyre callout Stepps,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,puncture repair Stepps,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,puncture repair Stepps,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,emergency puncture repair Stepps,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Stepps Emergency,emergency puncture repair Stepps,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/stepps
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,emergency tyre fitting Riddrie,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,emergency tyre fitting Riddrie,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,emergency tyre fitter Riddrie,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,emergency tyre fitter Riddrie,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,24 hour tyre fitter Riddrie,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,24 hour tyre fitter Riddrie,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,24 hour tyre fitting Riddrie,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,24 hour tyre fitting Riddrie,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,mobile tyre fitter Riddrie,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,mobile tyre fitter Riddrie,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,mobile tyre fitting Riddrie,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,mobile tyre fitting Riddrie,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,mobile tyre repair Riddrie,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,mobile tyre repair Riddrie,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,flat tyre help Riddrie,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,flat tyre help Riddrie,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,flat tyre repair Riddrie,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,flat tyre repair Riddrie,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,roadside tyre fitting Riddrie,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,roadside tyre fitting Riddrie,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,tyre call out Riddrie,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,tyre call out Riddrie,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,tyre callout Riddrie,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,tyre callout Riddrie,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,puncture repair Riddrie,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,puncture repair Riddrie,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,emergency puncture repair Riddrie,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Riddrie Emergency,emergency puncture repair Riddrie,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/riddrie
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,emergency tyre fitting Carntyne,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,emergency tyre fitting Carntyne,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,emergency tyre fitter Carntyne,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,emergency tyre fitter Carntyne,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,24 hour tyre fitter Carntyne,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,24 hour tyre fitter Carntyne,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,24 hour tyre fitting Carntyne,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,24 hour tyre fitting Carntyne,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,mobile tyre fitter Carntyne,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,mobile tyre fitter Carntyne,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,mobile tyre fitting Carntyne,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,mobile tyre fitting Carntyne,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,mobile tyre repair Carntyne,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,mobile tyre repair Carntyne,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,flat tyre help Carntyne,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,flat tyre help Carntyne,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,flat tyre repair Carntyne,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,flat tyre repair Carntyne,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,roadside tyre fitting Carntyne,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,roadside tyre fitting Carntyne,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,tyre call out Carntyne,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,tyre call out Carntyne,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,tyre callout Carntyne,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,tyre callout Carntyne,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,puncture repair Carntyne,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,puncture repair Carntyne,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,emergency puncture repair Carntyne,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Carntyne Emergency,emergency puncture repair Carntyne,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/carntyne
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,emergency tyre fitting Baillieston,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,emergency tyre fitting Baillieston,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,emergency tyre fitter Baillieston,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,emergency tyre fitter Baillieston,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,24 hour tyre fitter Baillieston,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,24 hour tyre fitter Baillieston,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,24 hour tyre fitting Baillieston,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,24 hour tyre fitting Baillieston,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,mobile tyre fitter Baillieston,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,mobile tyre fitter Baillieston,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,mobile tyre fitting Baillieston,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,mobile tyre fitting Baillieston,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,mobile tyre repair Baillieston,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,mobile tyre repair Baillieston,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,flat tyre help Baillieston,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,flat tyre help Baillieston,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,flat tyre repair Baillieston,Exact Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
Add,Enabled,242-715-2166,TR Search Emergency Scotland Mainland,Glasgow - Baillieston Emergency,flat tyre repair Baillieston,Phrase Match,https://www.tyrerescue.uk/emergency-tyre-fitting/glasgow/baillieston
